,user,tweet,location,description,friends_count,followers_count,statuses_count,created_at,retweet_count,hashtags,disorder,Unnamed: 0
176,valeriemwendwa,Bottling up your emotions can lead to depression.,Nairobi,Daughter. Rugby & Ribs. Arsenal.,10273,19828,18845,2018-10-31 11:19:15,0,[],depression,
177,Qarwal,"That story of ""Death by instalments"" people go through a lot and depression hides in so many forms.","Nairobi,Kenya","Accounting is my profession,free lance is my thing,business is my daily game,can't go wrong with a game of soccer to top it up.",976,266,6005,2011-04-30 08:01:36,0,[],depression,
178,HaretJacfar,"We are a generation growing up with lower self-esteem, that doesn't have the coping mechanism to deal with stress.… https://t.co/ltmQiwfk8s","Garissa, Kenya",Bad choices make good stories,155,32,20,2020-12-02 03:30:28,0,[],depression,
179,its_lelow,"People are dying of depression but they can't tell no one, because y'all gossip and make fun instead of helping 😔,sad 😪",Juja ,Live▪Love▪Laugh,2205,3496,14684,2020-08-17 11:52:32,9,[],depression,
180,SelectorSpin,"""The Skeleton of a habit alone upholds the human Frame""

Alcohol is the leading cause of:

*Violence 
*Depression… https://t.co/hNNmzRfv4x","Nairobi, Kenya","Take off the chains from off our minds,and set us free

emancipate yourself from mental slavery,none but ourselves can free our minds",127,33,20,2019-05-09 13:54:09,0,[],depression,
181,Jay02117919,"@___jhons I never knew Twitter du ulete depression zile vitu mnapost wah, I thot am alone, adi mm Sasa ntakuwa open","Nairobi, Kenya",Empowerment,393,70,433,2021-01-30 05:00:23,0,[],depression,
182,kucheey,"@HomeboyzRadio @GMONEYizME #GMITM
Glued in from KCC VILLAGE UMOJA 2..Am grateful for good health despite all crazin… https://t.co/PxVQvHFCFi","NAIROBI,KENYA","Am FREE to be the GREATEST, am ALIVE",1473,3007,22050,2010-12-16 11:06:36,1,"[{'text': 'GMITM', 'indices': [27, 33]}]",depression,
183,MrastaVickii,Learn how to cope depression and Traumatic condition nd avoid making decision faster thing before you act,"Nairobi, Kenya",Famous guy nd i love it😍🥰🥰💔,1437,1354,4262,2020-02-10 18:42:36,3,[],depression,
184,nderitssss,"Fourth, I got quite moody cause of all the hormonal flactuations. In some, there's also anxiety, depression and mor… https://t.co/EwIjLEW2HO","Nairobi, Kenya",Lightning in a bottle,427,758,19679,2018-05-19 20:55:12,0,[],depression,
185,gichigi0001,Depression never looked more beautiful https://t.co/j8SMEJEeKf,"Nairobi, Kenya",~Lord of comebacks🎃~,375,370,865,2018-08-26 10:05:20,0,[],depression,
186,pizzahmwitu,I know it’s hard to sleep when you can’t find peace. The depression is deep. The anxiety is strong. The emptiness i… https://t.co/EhvhgLLYr1,"Nairobi, Kenya ",Journalist || Digital Communication Strategist || Mental Health Champion|| Content Creator || Email: wabwire@look-up.tv,32941,53895,30102,2016-05-11 20:28:01,29,[],depression,
187,Spoiler42299795,@KUcoolkid Yeah but it's a small circle till your 3 friends become busy alafu depression inakutwanga😹😹😹🤕,"Nairobi, Kenya","Saved
Artist/writer/content creator

No pay not important",177,54,489,2020-11-17 18:38:30,0,[],depression,
188,gcmm86,@MishBosslady__ Depression,Lower Kabete,now an entrepreneur,2685,526,4535,2011-06-28 07:00:08,0,[],depression,
189,___jaaakeee,https://t.co/EPTFGwT50A                                                                                 Get to read… https://t.co/m5atUpGdBa,"Nairobi, Kenya",Mental Health Advocate /:/ ☣️Self proclaimed P®offeso®⚜️|:|Manchester United fan|:|,530,319,918,2017-10-27 21:06:52,0,[],depression,
190,bigboybreeez,And the main cause of depression https://t.co/mJ7c2q98Ji,"Nairobi, Kenya",Passionate doctor. student dm for cheap promos.,878,3554,20246,2021-01-20 19:42:27,0,[],depression,
191,Beverlyne__,No one's depression is as sexy as mine.,"Nairobi, Kenya","Spread love and kindness 💕.
Intern @wakenyaawards",1054,1728,18916,2019-09-07 20:37:23,0,[],depression,
192,VERMONSEIDEL,Instant gratification is why depression is an all time high because people want to have things now instead of build… https://t.co/HESYpyv06n,"WingersWorldwide, Kenya","Founder @wingersworld
Black-Belt Ninja✨ Knowledge Curator, Music Creator and Cars
🌹level up to Infinity.🌹",727,355,4402,2010-07-03 07:51:37,1,[],depression,
193,marquessfra10,"@GamebredNYC @KyeiBaffourErn3 @FrankKhalidUK What's hurting you now??😂😂,you will die of depression if you don't watch yourself",Nairobi City,Village celeb✨,1658,1134,39,2016-12-08 17:35:21,0,[],depression,
194,njerikahare,"Lack of sleep might be equal cardiovascular disease, Stroke, Hypertension, Diabetes,  Depression and anxiety among… https://t.co/4iOBHloe8b","Nairobi, Kenya","Ancora imparo|  People Stories| Architecture| Music|
DrumDiva, 
@ProfilesIntlEA",591,806,7667,2010-11-14 20:19:22,1,[],depression,
195,Wairimuwraps,"@Ephantus_Mwas Hey there. What do you mean by ""help with depression""? Is it counselling ama?","Nairobi,kenya",Welcome to my tribe. I write lived experiences about Mental Health and Trauma Healing ✨Feminist Witch✨ Host for @twitterspaces💜,3153,8707,91789,2012-11-09 21:18:55,0,[],depression,
196,CarlosDerryy,This club Arsenal can give someone depression https://t.co/GTyJ96wUvc,"Nairobi, Kenya",You Possess the power to impact the world positively. Arsenal FC 💪🏾,718,758,11885,2019-05-15 19:04:40,0,[],depression,
197,Ephantus_Mwas,Does anyone have any contacts in Kenya that can help with depression? Maybe an organisation or something. I'll really appreciate. 😟,"Mwingi, Kenya",From Timbktu to Marsabit!,4967,4052,62148,2014-05-26 11:21:46,19,[],depression,
198,rue_x_rue,Biggie please call Angel again. at this point its an emergency. let her vent about whats paining her. u cant dismis… https://t.co/YX5pAYlW6C,"Nairobi,Kenya",Back up acc @Lynnahrue,23022,26661,30776,2014-12-02 19:52:50,2,[],depression,
199,Bantu_blood,"@MishBosslady__ Plenty of reasons people are feeling this way: not drinking enough water, unhealthy diet, less soci… https://t.co/z4nNZVNyHY","Nairobi, Kenya","iPray||Matters 254||Memes enthusiast|| “You win some, you lose some, but you live to fight another day” - John Witherspoon",258,142,1667,2018-02-21 03:42:35,1,[],depression,
200,susan12336882,"@younice_Nganga You are not your depression,hold on to hope.trusting the process things will get beautiful at their own time.","Nairobi, Kenya","industrial engineer,prolific,nature lover,coffee lover,passionate in biking......choosing to LIVE.",26,17,70,2021-03-31 11:31:14,0,[],depression,
201,getabu_Berminus,@Sam_Lulli @fidel_Ke Huyu ni embarambamba walai tena #pleaseMentaLhealtheISimportant its even in PHC please if you… https://t.co/FTaJYh0CYp,"Thika, Kenya","Son, brother, uncle, friend , DOCTOR",5011,4554,12473,2019-09-05 20:16:13,0,"[{'text': 'pleaseMentaLhealtheISimportant', 'indices': [53, 84]}]",depression,
202,AssSweto,"If you’re depressed talk to me 🙏but if it’s about money, I’m depressed too , so don’t come and depress my depression 😒","Nairobi, Kenya",Bibliophilia📚💕 Amiable💜🖤💙 ✖️NO DM✖️ Twinnie @Ki__kiiii_ 🌹,12783,20416,151198,2020-10-01 22:52:08,21,[],depression,
203,boitjep,Grey’s anatomy soundtracks really helped me through depression the entire 2018 https://t.co/hDDCOB6tDT,"Nairobi, Kenya","Writer/Blogger (August Raindrops) /Poet/Filmmaker. I am a diary kinda tweeter, so expect typos, musings, plans and random thoughts. Feminist & Black Women stan",301,102,15249,2020-10-16 12:21:47,0,[],depression,
204,ViungoKENYA,"The stigmas, and sometimes the petals, are also used to make medicine. People use saffron most commonly for depress… https://t.co/cyhi80aGQn","Nairobi, Kenya","We aim at providing high quality,healthy and affordable spices to enhance your kitchen experience.",107,81,97,2021-04-19 10:47:15,0,[],depression,
205,Alisarbo,"@younice_Nganga Your profile pic says alot,don't drink to suppress depression it will eventually become a bomb. Kin… https://t.co/QTh9oJ5thf",Nairobi,Businessman/father,2839,2350,5336,2015-01-15 07:53:40,0,[],depression,
206,IanKipkoech16,People are dying of depression but they can't tell anyone because you'll gossip instead of helping,"Eldoret, Kenya","roses are red, I'm going to bed😴😪",756,121,405,2020-11-04 18:44:43,18,[],depression,
207,NiccurPokot,People are dying of depression but they cant tell anyone because you all gossip instead of helping,"Nairobi, Kenya",POULTRY FARMER💫🐪,3517,5260,18190,2020-07-11 20:48:30,7,[],depression,
208,barbardecor,This brings me happiness I hope there is a time we will end depression 🙏 If I came over it 8years ago you can too d… https://t.co/tZw7DDzvTz,"Nairobi, Kenya","Crafts for decorations. check out my business on Google. WhatsApp:+254796049205 for inquiries

https://t.co/9TvL77DvjP",156,158,403,2020-09-30 06:44:02,44,[],depression,
209,kevin_otty,@mmnjug @NationAfrica Depression is worsened by the use of drugs. You are duped into thinking you've found serenity… https://t.co/gIoXzNPIFC,"Nakuru, Kenya",POLITICS | GOVERNMENT | HISTORY |ENTERTAINMENT | LIFE & STYLE | GOR MAHIA & CHELSEA FOOTBALL CLUBS,379,99,733,2017-11-05 20:20:35,0,[],depression,
210,NahashonKimemia,"Edward Doheny (1st successful oil well in LA), Hugo Eckener (anti-Nazi Zeppelin manager), Herbert Hoover (US Presid… https://t.co/7Fuzr92Jos","Nairobi, Kenya","IG: nahashonkimemia
YouTube: Nahashon Kimemia
FB: The Truth by Nahashon Kimemia",17621,66464,111192,2009-05-11 17:14:02,0,[],depression,
211,patmaina_n,@Alusa__ I have seen a man cry and get depression over a chick and upto date I don't know how that is possible.,Nairobi,"A father, Arsenal FC die hard. 

It's dearness only that gives everything value, especially life.",913,477,2474,2009-07-24 10:20:12,0,[],depression,
212,fredrickbrians,Depression takes many forms. Its a silent monster eating within us.  Be on the watch. A brother or a sister may be… https://t.co/aakPVxwUmL,From Nairobi,"Digital Communication , Events planner, Life Enthusiast, Christ's ambassador. -Tweets are Personal, Retweets are not endorsements.",398,220,2350,2011-11-22 13:58:50,4,[],depression,
213,Pauloj20000,Just reminding you that depression is real. Lets avoid being judgemental. Try to be your brother/sister's keeper moreso those in campus.,"Nairobi, Kenya",God is the owner of my life,458,27,20,2017-10-03 21:18:12,0,[],depression,
214,Idabelle11,Talking is healing. Do not let depression kill you. Find someone to talk to. Let's stop suicidal thoughts.,"Nairobi, Kenya","I am a designer, photographer, I make logo's 
I love encouraging people around me and lending out my shoulder. Above all Jesus is Lord 
I love what I do. 💓💓",219,19,33,2020-08-21 14:00:07,0,[],depression,
215,richard_ojuok,Depression is real https://t.co/zdVzD74eWR,"Nairobi, Kenya",Am hard working and a go getter,126,40,695,2019-12-10 20:01:41,0,[],depression,
216,itsLORDROY,Rich people mnatupea depression https://t.co/a92bcpXPcZ,"Nairobi, Kenya",Discovering Life|•|Here for Business,17218,21236,87562,2013-07-01 15:05:36,0,[],depression,
217,mbugua_ibau,@Millicentshiz @NimuKiarie @AyrynSherry 😂 😂 😂 And the depression inside is on insane levels.,"Nairobi, Kenya",|| Writer || Public Policy Student || Husika fellow	||Barely Sociable || #Chelsea ||,1880,978,4936,2015-04-03 07:47:53,0,[],depression,
218,Ronoh_1J,@CisNyakundi Depression is real but politicians don't care . Its sad.,"Nairobi, Kenya","Father,  husband .
A head full of fears has no space for dreams.that is why I'm fearless.
Follow me for surprises",3159,654,5837,2014-04-10 08:57:00,0,[],depression,
219,mainman_maina,@__ianoh @Diojoel254 Infact ni recipe za kifo ata kukaa indoors is a recipe for denial an depression obesity and ma… https://t.co/6WH8AaJ92Q,"ruiru,Kenya","building material source and supply; sand, ballast machine cut, foundation and decorative stones paving blocks (cabro) excavation, backfilling and landscaping",676,89,647,2013-12-15 15:17:42,0,[],depression,
220,ItsMJ_Arthur,"Btw Struggle to get Money, Fame and Exposure while not earning from it, depression will make you come back here to cry for help😑😑",Nairobi,"A go-getter @ChelseaFc fan, For shoes order via 0719314378 WhatsApp group link https://t.co/vBcIL8Fi7q",2083,13595,33404,2020-03-09 16:58:48,54,[],depression,
221,kevin_otty,@mmnjug @NationAfrica Depression is worsened by the use of drugs. You are duped into thinking you've found serenity… https://t.co/sJj1zF1BwP,"Nakuru, Kenya",POLITICS | GOVERNMENT | HISTORY |ENTERTAINMENT | LIFE & STYLE | GOR MAHIA & CHELSEA FOOTBALL CLUBS,379,99,733,2017-11-05 20:20:35,0,[],depression,
222,CisNyakundi,Depression Is Real: EX-Nakumatt Manager Michael Haenga Commits Suicide https://t.co/cdi6u22Rg2,"Nairobi, Kenya",Politics | Good Governance | Boy Child President | Chief Investigative Blogger| UnOfficial | Fan page | This Account is Cyprian Nyakundi Fan Account,839,96466,22034,2018-04-20 19:55:38,27,[],depression,
223,GeorgeNgigi10,One of the toughest jobs in Kenya is police service. Most of the inhumane acts we see with our police men might be… https://t.co/mhr6Dt5jpD,"Limuru, Kenya",Natural perfectionist.,328,140,2192,2017-02-11 05:47:34,1,[],depression,
224,DrAhmedKalebi,Genetic pathology of #depression #mentalhealth #majordepressivedisorder #pathology #genetics https://t.co/It4RLRUouX,"Nairobi, Kenya",Dad - GrandDad 🤲🏾 Consultant Pathologist🔬👌🏾Award-winning Entrepreneur | Founder & Retired CEO #LancetGroupofLabs EA | President #EADIAP | Hon Lecturer #UoN,327,28046,33303,2015-12-26 10:57:57,1,"[{'text': 'depression', 'indices': [21, 32]}, {'text': 'mentalhealth', 'indices': [33, 46]}, {'text': 'majordepressivedisorder', 'indices': [47, 71]}, {'text': 'pathology', 'indices': [72, 82]}, {'text': 'genetics', 'indices': [83, 92]}]",depression,
225,NgatiNgwati,This bright future ahead for @ManUtd big-time healing my depression man ffs wow😭🥺😍,juja,Nikona kazi.,1190,1081,10978,2019-11-18 19:10:53,1,[],depression,
226,Aidah_munzatsi,Depression and mental illness starts kicking in. our medical practitioners deserve better. #MedihealExposed… https://t.co/QUoMp1hynL,"Nairobi,kenya","Award winning Health & science Journalist
EAMNA Awards_Best in E.A. 2020
UBA Awards: KCPF Media champion 2019
News Anchor*reporter_TV Host @kirktv_kenya",84,248,722,2014-03-21 11:38:27,0,"[{'text': 'MedihealExposed', 'indices': [91, 107]}]",depression,
227,Dj_Lloyd_Kenya,"In U.S.A. you see names like Bush, stone yet they progress. But in Ghana🇬🇭, Favour is struggling to feed😹, Blessing… https://t.co/CFlbOSrDxZ","Nairobi, Kenya","God 1st 🙏🙏
March baby 🎉
Vynil Junkie 💿
Jerk of all trades 💰💴💵
for events n enquiries email me at iamdjlloyd@gmail.com",902,588,12964,2010-08-01 14:55:00,0,[],depression,
228,patrickkibiru,"Not having enough sleep per day leads to a desire for sex,depression and alcoholism.","Nairobi,Kenya. ",Gettin' Ready For Anythin'|:|Recoverin' Coffeeholic☕,10007,11671,20702,2016-02-12 14:18:55,2,[],depression,
229,WesleyDoe_,@TheYouthPartyK1 Your Agony as a football fun starts on Saturday chunga usiingie Depression.,Nairobi,Red or dead | @ManUtd | Philanthropist | Mean when hungry |  That's more than you should know,440,371,19130,2014-05-13 14:26:49,0,[],depression,
230,Bundukijob,"@abdimunai When you let God arise, the scripture says,your enemies will be scattered. Depression,lack,trouble canno… https://t.co/3K1dBGsVr2","Kisii, Kenya","My name is Mr Job Simba,a NETPRENEUR,ONLINE BUSINESS COACH & NETWORK MARKETER. Empower the Youth through Business Blogging. 
We are legit",21701,31656,71368,2017-12-12 10:46:38,0,[],depression,
231,Bundukijob,"When you let God arise, the scripture says,your enemies will be scattered. Depression,lack,trouble cannot stand aga… https://t.co/P2MEPmAMU0","Kisii, Kenya","My name is Mr Job Simba,a NETPRENEUR,ONLINE BUSINESS COACH & NETWORK MARKETER. Empower the Youth through Business Blogging. 
We are legit",21701,31656,71368,2017-12-12 10:46:38,0,[],depression,
232,Bundukijob,"@RadioCitizenFM @OgalTina @abdimunai When you let God arise, the scripture says,your enemies will be scattered. Dep… https://t.co/VBcG25CNO8","Kisii, Kenya","My name is Mr Job Simba,a NETPRENEUR,ONLINE BUSINESS COACH & NETWORK MARKETER. Empower the Youth through Business Blogging. 
We are legit",21701,31656,71368,2017-12-12 10:46:38,0,[],depression,
233,maaygomsm,Depression is sleeping through the day in a dark room. Depression is ignoring calls and texts from family and frien… https://t.co/dmiNszP5Of,"Kisumu, Kenya","Working for the reproductive health, economics, social justice, and  human rights of MSM, MSW, Gay/Bisexual men, and transgender people in  Kisumu County",556,291,347,2017-03-03 11:16:55,1,[],depression,
234,wapendane,@bannet001 Depression and online https://t.co/w9hvHQ5JwT,"Nairobi, Kenya","Productivity is never an accident. It is always the result of a commitment to excellence, intelligent planning, and focused effort.
Paul J. Meyer
YNWA
#BeLove",69,96,6965,2012-06-19 21:29:20,0,[],depression,
235,mozzdeff,@csricentre @ChiromoHospGrp @Kasungwa_ @WillisRaburu @AuthorQueentah @MUnsilenced @plus_kenya @uspkenya @PDOkenya… https://t.co/kkO2rtEhJo,"Nairobi,Kenya","A pragmatic and passionate lover of Human Rights with special emphasis on Children,Girls and Women...#DOSEOFREALITY",4984,1428,20371,2011-01-18 07:46:21,0,[],depression,
236,maelwak,@chothep Hawa wetu wanakufa na depression. They are famous &amp; broke🤦🏿,Nairobi Kenya,Keep looking up… that’s the secret of life. ,2727,5124,35144,2011-03-17 05:01:45,0,[],depression,
237,gitahikevin,"Normalize accepting the fact that men also suffer with anxiety and depression.. men speak out talk... Open up! , ....","Nairobi, Kenya","Accountant, ICT  consultant,  Founder  Kelude Tech Solutions https://t.co/HoEQ2YfPkH
Manchester United fan",3219,2483,3106,2011-12-22 21:10:39,1,[],depression,
238,RitahAnindo,@ChiromoHospGrp @EdmondAgaba2 @KKwilbroad @aliveagain14 @Nzau_Viola @CbtKenya @csricentre @WaweruJackline… https://t.co/fctqrdAt2y,Nairobi ,YALI RLCEA Fellow | Peace Leader | Mental Health Enthusiast | Youth Advocate | Feminist,1957,3439,12688,2015-11-17 12:55:33,4,[],depression,
239,RitahAnindo,@ChiromoHospGrp @EdmondAgaba2 @KKwilbroad @aliveagain14 @Nzau_Viola @CbtKenya @csricentre @WaweruJackline… https://t.co/ItSWCiKmrM,Nairobi ,YALI RLCEA Fellow | Peace Leader | Mental Health Enthusiast | Youth Advocate | Feminist,1957,3439,12688,2015-11-17 12:55:33,2,[],depression,
240,RitahAnindo,@ChiromoHospGrp @EdmondAgaba2 @KKwilbroad @aliveagain14 @Nzau_Viola @CbtKenya @csricentre @WaweruJackline… https://t.co/qT1ZgAfui6,Nairobi ,YALI RLCEA Fellow | Peace Leader | Mental Health Enthusiast | Youth Advocate | Feminist,1957,3439,12688,2015-11-17 12:55:33,2,[],depression,
241,James_murimi_k,"@Disembe I pity his supporters. He is currently exciting them with his usual promises,  once he gets into power, th… https://t.co/Yu0lcEWEMo","Nairobi, Kenya","The qualities of a great man are vision, integrity, courage, understanding, the power of articulation, and profundity of character. ",895,453,17009,2018-01-11 07:49:36,0,[],depression,
242,KBCChannel1,"Snatched from the clutches of depression, she now runs an empire - https://t.co/ZmNKICbxz0","Nairobi, Kenya","Kenya's National Broadcaster, bringing you stories that matter. For more about our TV Shows Follow @KBCTelevision",1799,378956,232486,2011-02-07 14:57:10,0,[],depression,
243,HMhunja,"We need a candid, open conversation on issues of Mental Health issues... Depression especially among men. Things are elephant.",Nairobi,"a Son, a Husband, a Father. 
Football Enthusiast, Liverpool FC, a Journalist. 


KBC Digital.",457,1098,664,2011-09-22 06:56:06,1,[],depression,
244,KibiwotAlfred,"@SportingCiaran 13 reasons why. 
Being a highly socially anxious person, exposure to this show helped me further un… https://t.co/HkN7dqgcyd","Nairobi,Kenya ","Doing my best to be a positive force in others 
Think Big, Dream Big, Believe Big and the Results Will Be Big",27,4,39,2019-12-11 12:50:21,0,[],depression,
245,Frank_KanaTech,@Kiplimohkemboi @njoel0 @UnaManutd Avoiding depression at all cost 😂😂😂😂,"Nairobi, Kenya",managing director at kanatech systems (@KanaTech_Sys),10354,11448,21274,2019-05-16 09:18:34,0,[],depression,
246,Magomere_sheila,Causes: Depression. Poverty. Poor economy. https://t.co/j5gxc2JTzg,"Nairobi, Kenya","CEO &Founder @sisterlegal. Advocate of the High Court of Kenya| Children rights and laws| Changing oppressive mentalities, myths and traditions. #Genderequality",1753,1352,3284,2010-11-17 13:46:15,1,[],depression,
247,jancan_limo,@BikoSpeaks @arapronofelix If your job is helping you not to run into depression please sleep at work. Do what you love.,Eldoret,Maths Teacher|| Social Justice Advocate|| Dreamer,1946,1619,684,2021-02-10 09:52:37,0,[],depression,
248,progirlsnation,"Cyber-bullying has driven people to depression, anxiety disorder and feelings of inadequacy. 
#progirlsnation… https://t.co/5ULMw9PBlU","Nairobi, Kenya","Impact • Empower • Educate | Help us raise awareness on menstrual health, sex education, career development, financial literacy and empowering the youth.",12,38,290,2020-10-06 21:33:00,1,"[{'text': 'progirlsnation', 'indices': [94, 109]}]",depression,
249,WillOdero,"Do most people recover from Depression or they learn to live with it?

It's tough 😪",Nairobi,Bio what now?,451,266,1618,2014-04-22 03:46:11,1,[],depression,
250,navywere,We ask God to take away all the things not meant for us but get angry/surprised when our relationships and friendsh… https://t.co/zy5H0VJU67,"Nairobi, Kenya","🇰🇪

 Poet",763,1025,199,2020-03-01 13:26:17,0,[],depression,
251,CbtKenya,@ChiromoHospGrp @EdmondAgaba2 @KKwilbroad @aliveagain14 @Nzau_Viola @csricentre @WaweruJackline @PeterNgure… https://t.co/9wxYhmIEBg,Nairobi,Support and Holistic Management of Mental Health Issues.,388,1025,2601,2017-03-24 08:20:00,5,[],depression,
252,csricentre,@ChiromoHospGrp @Kasungwa_ @WillisRaburu @AuthorQueentah @mozzdeff @MUnsilenced @plus_kenya @uspkenya @PDOkenya… https://t.co/YN5Ie4CSOu,"Nairobi, Kenya","Transforming the experiences of those affected by suicide through research to improve understanding, Postvention and intervention.",266,181,331,2016-10-11 04:43:06,3,[],depression,
253,acha_dantie,"🥺

Depression is a war... You either win or die trying...
And it hits hard😣","Nairobi, Kenya",make hay when the sun shines 🤟🤟🤟,389,48,16,2018-02-16 14:33:16,0,[],depression,
254,SonkoNews,"Aida Muturia has painfully recounted how she cheated on her husband, got pregnant for a sponsor and tried pinning i… https://t.co/jgiSs3jFG9","Nairobi, Kenya","Authentic,Lionhearted & Connecting The Dots. https://t.co/a3iQ1ai3er https://t.co/XXD0AwN525",124,583,13558,2019-02-03 07:56:29,0,[],depression,
255,KBCChannel1,"SMILING DEPRESSION 

Dr Beatrice Maingi, Psychologist: Men are predisposed to smiling depression because of culture… https://t.co/SPWPu7PuHW","Nairobi, Kenya","Kenya's National Broadcaster, bringing you stories that matter. For more about our TV Shows Follow @KBCTelevision",1799,378956,232486,2011-02-07 14:57:10,0,[],depression,
256,Poluoch,"@MuringoM @kinjeketile You should have taken me with you 😄😄 , I had escaped this ""crazy"" city but unfortunately had… https://t.co/ZtQhDHlBqE",Nairobi ,"Rebel 
Soul Rebel 
Conquerer 
Adventurer 
Gratitude is a must ! 

Retail and Channel Management - Retail is detail , 
Forex and Financial markets Analyst",3352,1030,9318,2010-10-24 13:08:35,0,[],depression,
257,KBCChannel1,"SMILING DEPRESSION

Dr Beatrice Maingi, Psychologist: Perfectionists mostly suffer from this type of depression bec… https://t.co/rFU6PMeoYW","Nairobi, Kenya","Kenya's National Broadcaster, bringing you stories that matter. For more about our TV Shows Follow @KBCTelevision",1799,378956,232486,2011-02-07 14:57:10,1,[],depression,
258,KBCChannel1,"SMILING DEPRESSION

Dr Beatrice Maingi, Psychologist: People with smiling depression are at a high risk of committi… https://t.co/J2WsB9Fg8x","Nairobi, Kenya","Kenya's National Broadcaster, bringing you stories that matter. For more about our TV Shows Follow @KBCTelevision",1799,378956,232486,2011-02-07 14:57:10,2,[],depression,
259,KBCChannel1,"SMILING DEPRESSION

Dr Beatrice Maingi, Psychologist: Smiling depression is depression that is masked or hidden beh… https://t.co/5HrhpNHfIJ","Nairobi, Kenya","Kenya's National Broadcaster, bringing you stories that matter. For more about our TV Shows Follow @KBCTelevision",1799,378956,232486,2011-02-07 14:57:10,0,[],depression,
260,RapperSushi,"There is something dangerous about depression. It makes you vulnerable to everything, even your own body can't prot… https://t.co/mITKvKrELg",Kawangware,"Musical artist//
Mental health advocate//
Founder of #OMFoundation
#ICanDoThis
#YourMentalHealthMatters",2080,3001,13666,2017-12-08 19:14:00,0,[],depression,
261,Bixxy23,@amerix Was a big time simp once and it dragged me to the abyss of depression. Thanks to your timeline I am in a mu… https://t.co/C2FTjOyUUm,"Nairobi,Kenya","Technology and Internet Entrepreneur.
Love and Reason should be Key.",617,176,648,2012-02-24 06:45:39,0,[],depression,
262,CalebNdunda,"Thats how your happiness becomes a choice and you keep depression at bay. Drugs, booze, video games, porn and jerki… https://t.co/F4yJJHeJJn","Nairobi,kenya",Life's a beach 🏝,838,492,3541,2012-01-22 20:59:12,1,[],depression,
263,ntvkenya,"Signs of Postpartum Depression:

""A shift in behaviour, emotions and thinking. When you see a new mother prefers to… https://t.co/PbQsVKm3h9",Nairobi,"LIVE STREAM: https://t.co/Vp8SMcv7jV ____________________________________________
Follow @NTVnewsroom for breaking news, @NTVSasa for Kiswahili updates.",323,3022490,540439,2009-03-23 11:30:40,2,[],depression,
264,ntvkenya,"The Reality Of Postpartum Depression:

""I thought I had killed my child, she chocked on milk and stopped breathing… https://t.co/VEonCdj1ej",Nairobi,"LIVE STREAM: https://t.co/Vp8SMcv7jV ____________________________________________
Follow @NTVnewsroom for breaking news, @NTVSasa for Kiswahili updates.",323,3022490,540439,2009-03-23 11:30:40,2,[],depression,
265,brian_mutiga,"@EzekielMutua if this guy who has let’s say millions in his account, almost in the age of retirement &amp; still seems… https://t.co/DUgOj2RNZq",Kenya,Student Leader || Youth Leader || Political commentator || Lover of life and very passionate about politics.,1604,1636,4727,2015-12-17 03:52:08,33,[],depression,
266,ntvkenya,The co-relation of a difficult birth and difficult pregnancy with postpartum depression: Diana Chepkosgei… https://t.co/2S0dY5ZSXd,Nairobi,"LIVE STREAM: https://t.co/Vp8SMcv7jV ____________________________________________
Follow @NTVnewsroom for breaking news, @NTVSasa for Kiswahili updates.",323,3022490,540439,2009-03-23 11:30:40,3,[],depression,
267,KowiliBarack,"So what do you think is the Worst Side of Depression?
Read more : https://t.co/d4vbMotbBl
#QuestionOfTheDay… https://t.co/ALtGz2VWgy","Nairobi,Kenya","Economist at -197 Education  & Incubator Foundation. https://t.co/f2Mp3bsxS1. I'm a writer , a lover of history. Most importantly am a full time soldier of the cross",245,262,1076,2016-06-10 07:36:42,1,"[{'text': 'QuestionOfTheDay', 'indices': [90, 107]}]",depression,
268,ntvkenya,Diana Chepkosgei: Postpartum depression is common in low-income countries ... the most common cause in Kenya is a h… https://t.co/JyMqijFKVB,Nairobi,"LIVE STREAM: https://t.co/Vp8SMcv7jV ____________________________________________
Follow @NTVnewsroom for breaking news, @NTVSasa for Kiswahili updates.",323,3022490,540439,2009-03-23 11:30:40,6,[],depression,
269,ntvkenya,The reality of postpartum depression. https://t.co/3wLVY6E6lL,Nairobi,"LIVE STREAM: https://t.co/Vp8SMcv7jV ____________________________________________
Follow @NTVnewsroom for breaking news, @NTVSasa for Kiswahili updates.",323,3022490,540439,2009-03-23 11:30:40,1,[],depression,
270,ntvkenya,"Ever heard of a mother who didn't want to see or touch their newborn? 

The conversation this morning focuses on ma… https://t.co/IQfi3KwrbB",Nairobi,"LIVE STREAM: https://t.co/Vp8SMcv7jV ____________________________________________
Follow @NTVnewsroom for breaking news, @NTVSasa for Kiswahili updates.",323,3022490,540439,2009-03-23 11:30:40,6,[],depression,
271,ntvkenya,Postpartum Depression | Your World with @Gladys_Gachanja https://t.co/t3Yab5bPvp,Nairobi,"LIVE STREAM: https://t.co/Vp8SMcv7jV ____________________________________________
Follow @NTVnewsroom for breaking news, @NTVSasa for Kiswahili updates.",323,3022490,540439,2009-03-23 11:30:40,5,[],depression,
272,Kiliswa,"@githui254 Seek help, find someone to talk to. Mental health and depression are real. Be strong, you will be fine.","Bungoma, Kenya",Jeremiah 29:11,1508,746,7608,2009-04-24 07:32:29,0,[],depression,
